exchange,version,trade_date,product,night_start,night_end,reason,source_url
INE,commodity-v1,2020-03-31,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-30,https://www.ine.cn/publicnotice/notice/202002/t20200202_812084.html
SHFE,commodity-v1,2020-03-31,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-30,https://www.shfe.com.cn/publicnotice/notice/202002/t20200202_795584.html
CZCE,commodity-v1,2020-04-01,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-31,http://www.czce.com.cn/cn/gyjys/jysdt/ggytz/webinfo/2020/02/1572884629536892.htm
DCE,commodity-v1,2020-04-01,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-31,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6204446/index.html
INE,commodity-v1,2020-04-01,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-31,https://www.ine.cn/publicnotice/notice/202002/t20200202_812084.html
SHFE,commodity-v1,2020-04-01,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-03-31,https://www.shfe.com.cn/publicnotice/notice/202002/t20200202_795584.html
CZCE,commodity-v1,2020-04-02,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-01,http://www.czce.com.cn/cn/gyjys/jysdt/ggytz/webinfo/2020/02/1572884629536892.htm
DCE,commodity-v1,2020-04-02,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-01,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6204446/index.html
INE,commodity-v1,2020-04-02,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-01,https://www.ine.cn/publicnotice/notice/202002/t20200202_812084.html
SHFE,commodity-v1,2020-04-02,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-01,https://www.shfe.com.cn/publicnotice/notice/202002/t20200202_795584.html
CZCE,commodity-v1,2020-04-03,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-02,http://www.czce.com.cn/cn/gyjys/jysdt/ggytz/webinfo/2020/02/1572884629536892.htm
DCE,commodity-v1,2020-04-03,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-02,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6204446/index.html
INE,commodity-v1,2020-04-03,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-02,https://www.ine.cn/publicnotice/notice/202002/t20200202_812084.html
SHFE,commodity-v1,2020-04-03,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-02,https://www.shfe.com.cn/publicnotice/notice/202002/t20200202_795584.html
CZCE,commodity-v1,2020-04-07,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-03,http://www.czce.com.cn/cn/gyjys/jysdt/ggytz/webinfo/2020/02/1572884629536892.htm
DCE,commodity-v1,2020-04-07,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-03,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6204446/index.html
INE,commodity-v1,2020-04-07,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-03,https://www.ine.cn/publicnotice/notice/202002/t20200202_812084.html
SHFE,commodity-v1,2020-04-07,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-03,https://www.shfe.com.cn/publicnotice/notice/202002/t20200202_795584.html
CZCE,commodity-v1,2020-04-08,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-07,http://www.czce.com.cn/cn/gyjys/jysdt/ggytz/webinfo/2020/02/1572884629536892.htm
DCE,commodity-v1,2020-04-08,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-07,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6204446/index.html
INE,commodity-v1,2020-04-08,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-07,https://www.ine.cn/publicnotice/notice/202002/t20200202_812084.html
SHFE,commodity-v1,2020-04-08,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-07,https://www.shfe.com.cn/publicnotice/notice/202002/t20200202_795584.html
CZCE,commodity-v1,2020-04-09,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-08,http://www.czce.com.cn/cn/gyjys/jysdt/ggytz/webinfo/2020/02/1572884629536892.htm
DCE,commodity-v1,2020-04-09,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-08,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6204446/index.html
INE,commodity-v1,2020-04-09,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-08,https://www.ine.cn/publicnotice/notice/202002/t20200202_812084.html
SHFE,commodity-v1,2020-04-09,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-08,https://www.shfe.com.cn/publicnotice/notice/202002/t20200202_795584.html
CZCE,commodity-v1,2020-04-10,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-09,http://www.czce.com.cn/cn/gyjys/jysdt/ggytz/webinfo/2020/02/1572884629536892.htm
DCE,commodity-v1,2020-04-10,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-09,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6204446/index.html
INE,commodity-v1,2020-04-10,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-09,https://www.ine.cn/publicnotice/notice/202002/t20200202_812084.html
SHFE,commodity-v1,2020-04-10,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-09,https://www.shfe.com.cn/publicnotice/notice/202002/t20200202_795584.html
CZCE,commodity-v1,2020-04-13,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-10,http://www.czce.com.cn/cn/gyjys/jysdt/ggytz/webinfo/2020/02/1572884629536892.htm
DCE,commodity-v1,2020-04-13,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-10,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6204446/index.html
INE,commodity-v1,2020-04-13,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-10,https://www.ine.cn/publicnotice/notice/202002/t20200202_812084.html
SHFE,commodity-v1,2020-04-13,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-10,https://www.shfe.com.cn/publicnotice/notice/202002/t20200202_795584.html
CZCE,commodity-v1,2020-04-14,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-13,http://www.czce.com.cn/cn/gyjys/jysdt/ggytz/webinfo/2020/02/1572884629536892.htm
DCE,commodity-v1,2020-04-14,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-13,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6204446/index.html
INE,commodity-v1,2020-04-14,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-13,https://www.ine.cn/publicnotice/notice/202002/t20200202_812084.html
SHFE,commodity-v1,2020-04-14,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-13,https://www.shfe.com.cn/publicnotice/notice/202002/t20200202_795584.html
CZCE,commodity-v1,2020-04-15,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-14,http://www.czce.com.cn/cn/gyjys/jysdt/ggytz/webinfo/2020/02/1572884629536892.htm
DCE,commodity-v1,2020-04-15,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-14,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6204446/index.html
INE,commodity-v1,2020-04-15,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-14,https://www.ine.cn/publicnotice/notice/202002/t20200202_812084.html
SHFE,commodity-v1,2020-04-15,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-14,https://www.shfe.com.cn/publicnotice/notice/202002/t20200202_795584.html
CZCE,commodity-v1,2020-04-16,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-15,http://www.czce.com.cn/cn/gyjys/jysdt/ggytz/webinfo/2020/02/1572884629536892.htm
DCE,commodity-v1,2020-04-16,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-15,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6204446/index.html
INE,commodity-v1,2020-04-16,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-15,https://www.ine.cn/publicnotice/notice/202002/t20200202_812084.html
SHFE,commodity-v1,2020-04-16,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-15,https://www.shfe.com.cn/publicnotice/notice/202002/t20200202_795584.html
CZCE,commodity-v1,2020-04-17,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-16,http://www.czce.com.cn/cn/gyjys/jysdt/ggytz/webinfo/2020/02/1572884629536892.htm
DCE,commodity-v1,2020-04-17,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-16,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6204446/index.html
INE,commodity-v1,2020-04-17,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-16,https://www.ine.cn/publicnotice/notice/202002/t20200202_812084.html
SHFE,commodity-v1,2020-04-17,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-16,https://www.shfe.com.cn/publicnotice/notice/202002/t20200202_795584.html
CZCE,commodity-v1,2020-04-20,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-17,http://www.czce.com.cn/cn/gyjys/jysdt/ggytz/webinfo/2020/02/1572884629536892.htm
DCE,commodity-v1,2020-04-20,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-17,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6204446/index.html
INE,commodity-v1,2020-04-20,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-17,https://www.ine.cn/publicnotice/notice/202002/t20200202_812084.html
SHFE,commodity-v1,2020-04-20,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-17,https://www.shfe.com.cn/publicnotice/notice/202002/t20200202_795584.html
CZCE,commodity-v1,2020-04-21,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-20,http://www.czce.com.cn/cn/gyjys/jysdt/ggytz/webinfo/2020/02/1572884629536892.htm
DCE,commodity-v1,2020-04-21,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-20,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6204446/index.html
INE,commodity-v1,2020-04-21,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-20,https://www.ine.cn/publicnotice/notice/202002/t20200202_812084.html
SHFE,commodity-v1,2020-04-21,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-20,https://www.shfe.com.cn/publicnotice/notice/202002/t20200202_795584.html
CZCE,commodity-v1,2020-04-22,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-21,http://www.czce.com.cn/cn/gyjys/jysdt/ggytz/webinfo/2020/02/1572884629536892.htm
DCE,commodity-v1,2020-04-22,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-21,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6204446/index.html
INE,commodity-v1,2020-04-22,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-21,https://www.ine.cn/publicnotice/notice/202002/t20200202_812084.html
SHFE,commodity-v1,2020-04-22,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-21,https://www.shfe.com.cn/publicnotice/notice/202002/t20200202_795584.html
CZCE,commodity-v1,2020-04-23,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-22,http://www.czce.com.cn/cn/gyjys/jysdt/ggytz/webinfo/2020/02/1572884629536892.htm
DCE,commodity-v1,2020-04-23,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-22,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6204446/index.html
INE,commodity-v1,2020-04-23,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-22,https://www.ine.cn/publicnotice/notice/202002/t20200202_812084.html
SHFE,commodity-v1,2020-04-23,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-22,https://www.shfe.com.cn/publicnotice/notice/202002/t20200202_795584.html
CZCE,commodity-v1,2020-04-24,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-23,http://www.czce.com.cn/cn/gyjys/jysdt/ggytz/webinfo/2020/02/1572884629536892.htm
DCE,commodity-v1,2020-04-24,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-23,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6204446/index.html
INE,commodity-v1,2020-04-24,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-23,https://www.ine.cn/publicnotice/notice/202002/t20200202_812084.html
SHFE,commodity-v1,2020-04-24,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-23,https://www.shfe.com.cn/publicnotice/notice/202002/t20200202_795584.html
CZCE,commodity-v1,2020-04-27,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-24,http://www.czce.com.cn/cn/gyjys/jysdt/ggytz/webinfo/2020/02/1572884629536892.htm
DCE,commodity-v1,2020-04-27,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-24,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6204446/index.html
INE,commodity-v1,2020-04-27,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-24,https://www.ine.cn/publicnotice/notice/202002/t20200202_812084.html
SHFE,commodity-v1,2020-04-27,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-24,https://www.shfe.com.cn/publicnotice/notice/202002/t20200202_795584.html
CZCE,commodity-v1,2020-04-28,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-27,http://www.czce.com.cn/cn/gyjys/jysdt/ggytz/webinfo/2020/02/1572884629536892.htm
DCE,commodity-v1,2020-04-28,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-27,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6204446/index.html
INE,commodity-v1,2020-04-28,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-27,https://www.ine.cn/publicnotice/notice/202002/t20200202_812084.html
SHFE,commodity-v1,2020-04-28,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-27,https://www.shfe.com.cn/publicnotice/notice/202002/t20200202_795584.html
CZCE,commodity-v1,2020-04-29,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-28,http://www.czce.com.cn/cn/gyjys/jysdt/ggytz/webinfo/2020/02/1572884629536892.htm
DCE,commodity-v1,2020-04-29,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-28,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6204446/index.html
INE,commodity-v1,2020-04-29,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-28,https://www.ine.cn/publicnotice/notice/202002/t20200202_812084.html
SHFE,commodity-v1,2020-04-29,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-28,https://www.shfe.com.cn/publicnotice/notice/202002/t20200202_795584.html
CZCE,commodity-v1,2020-04-30,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-29,http://www.czce.com.cn/cn/gyjys/jysdt/ggytz/webinfo/2020/02/1572884629536892.htm
DCE,commodity-v1,2020-04-30,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-29,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6204446/index.html
INE,commodity-v1,2020-04-30,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-29,https://www.ine.cn/publicnotice/notice/202002/t20200202_812084.html
SHFE,commodity-v1,2020-04-30,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-29,https://www.shfe.com.cn/publicnotice/notice/202002/t20200202_795584.html
CZCE,commodity-v1,2020-05-06,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-30,http://www.czce.com.cn/cn/gyjys/jysdt/ggytz/webinfo/2020/02/1572884629536892.htm
DCE,commodity-v1,2020-05-06,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-30,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6204446/index.html
INE,commodity-v1,2020-05-06,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-30,https://www.ine.cn/publicnotice/notice/202002/t20200202_812084.html
SHFE,commodity-v1,2020-05-06,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-04-30,https://www.shfe.com.cn/publicnotice/notice/202002/t20200202_795584.html
CZCE,commodity-v1,2020-06-29,,none,none,no night session on the first trading day after a statutory holiday per the exchange standing rule notice_evening=2020-06-24,https://www.czce.com.cn/cn/rootfiles/2014/11/24/1415698818159779-1415698818161921.pdf
DCE,commodity-v1,2020-06-29,,none,none,no night session before the post-holiday session notice_evening=2020-06-24,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6201818/index.html
INE,commodity-v1,2020-06-29,,none,none,no night session before the post-holiday session notice_evening=2020-06-24,https://www.ine.cn/publicnotice/notice/201912/t20191224_812027.html
SHFE,commodity-v1,2020-06-29,,none,none,no night session before the post-holiday session notice_evening=2020-06-24,https://www.shfe.com.cn/publicnotice/notice/201912/t20191224_795447.html
DCE,commodity-v1,2017-03-31,,none,none,no night session on the evening before the soybean-meal option listing per 大商所发〔2017〕112号 notice_evening=2017-03-30,http://www.dce.com.cn/dce/content/2017/ywggytz/6033072.html
CZCE,commodity-v1,2017-04-19,,none,none,no night session on the evening before the white-sugar option listing per 郑商函〔2017〕97号 notice_evening=2017-04-18,https://www.czce.com.cn/cn/rootfiles/2017/04/06/1488807195737022-1488807195739261.pdf
CZCE,commodity-v1,2018-01-02,,none,none,no night session on the first trading day after a statutory holiday per the exchange standing rule notice_evening=2017-12-29,https://www.czce.com.cn/cn/rootfiles/2014/11/24/1415698818159779-1415698818161921.pdf
DCE,commodity-v1,2018-01-02,,none,none,no night session before the post-holiday session notice_evening=2017-12-29,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6082201/index.html
SHFE,commodity-v1,2018-01-02,,none,none,no night session before the post-holiday session notice_evening=2017-12-29,https://www.shfe.com.cn/publicnotice/notice/201712/t20171222_792839.html
CZCE,commodity-v1,2019-01-02,,none,none,no night session before the post-holiday session per the CZCE notice notice_evening=2018-12-28,https://www.czce.com.cn/cn/rootfiles/2018/12/24/1545632831296256-1545632831311552.pdf
DCE,commodity-v1,2019-01-02,,none,none,no night session before the post-holiday session notice_evening=2018-12-28,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6144646/index.html
INE,commodity-v1,2019-01-02,,none,none,no night session before the post-holiday session notice_evening=2018-12-28,https://www.ine.cn/publicnotice/notice/201812/t20181221_811566.html
SHFE,commodity-v1,2019-01-02,,none,none,no night session before the post-holiday session notice_evening=2018-12-28,https://www.shfe.com.cn/publicnotice/notice/201812/t20181221_794040.html
CZCE,commodity-v1,2020-01-02,,none,none,no night session on the first trading day after a statutory holiday per the exchange standing rule notice_evening=2019-12-31,https://www.czce.com.cn/cn/rootfiles/2014/11/24/1415698818159779-1415698818161921.pdf
DCE,commodity-v1,2020-01-02,,none,none,no night session before the post-holiday session notice_evening=2019-12-31,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6201818/index.html
INE,commodity-v1,2020-01-02,,none,none,no night session before the post-holiday session notice_evening=2019-12-31,https://www.ine.cn/publicnotice/notice/201912/t20191224_812027.html
SHFE,commodity-v1,2020-01-02,,none,none,no night session before the post-holiday session notice_evening=2019-12-31,https://www.shfe.com.cn/publicnotice/notice/201912/t20191224_795447.html
CZCE,commodity-v1,2019-12-26,,22:30,23:00,delayed night open per 郑商发〔2019〕228号 22:30-23:00 auction 22:25-22:30 (夜盘交易细则第八条) notice_evening=2019-12-25,https://www.czce.com.cn/cn/gyjys/jysdt/ggytz/webinfo/2019/12/1572881274442160.htm
INE,commodity-v1,2019-12-26,SC,22:30,02:30,delayed night open to 22:30 with auction 22:25-22:30 per INE 关于连续交易开市时间的通知 2019-12-25 (交易细则第二十九条); close unchanged for this product notice_evening=2019-12-25,https://www.ine.cn/publicnotice/notice/201912/t20191225_812034.html
SHFE,commodity-v1,2019-12-26,AG,22:30,02:30,delayed night open to 22:30 with auction 22:25-22:30 per SHFE 关于连续交易开市时间的通知 2019-12-25 (连续交易细则第七条); close unchanged for this product notice_evening=2019-12-25,https://www.shfe.cn/publicnotice/notice/201912/t20191225_795464.html
SHFE,commodity-v1,2019-12-26,AL,22:30,01:00,delayed night open to 22:30 with auction 22:25-22:30 per SHFE 关于连续交易开市时间的通知 2019-12-25 (连续交易细则第七条); close unchanged for this product notice_evening=2019-12-25,https://www.shfe.cn/publicnotice/notice/201912/t20191225_795464.html
SHFE,commodity-v1,2019-12-26,AU,22:30,02:30,delayed night open to 22:30 with auction 22:25-22:30 per SHFE 关于连续交易开市时间的通知 2019-12-25 (连续交易细则第七条); close unchanged for this product notice_evening=2019-12-25,https://www.shfe.cn/publicnotice/notice/201912/t20191225_795464.html
SHFE,commodity-v1,2019-12-26,BU,22:30,23:00,delayed night open to 22:30 with auction 22:25-22:30 per SHFE 关于连续交易开市时间的通知 2019-12-25 (连续交易细则第七条); close unchanged for this product notice_evening=2019-12-25,https://www.shfe.cn/publicnotice/notice/201912/t20191225_795464.html
SHFE,commodity-v1,2019-12-26,CU,22:30,01:00,delayed night open to 22:30 with auction 22:25-22:30 per SHFE 关于连续交易开市时间的通知 2019-12-25 (连续交易细则第七条); close unchanged for this product notice_evening=2019-12-25,https://www.shfe.cn/publicnotice/notice/201912/t20191225_795464.html
SHFE,commodity-v1,2019-12-26,FU,22:30,23:00,delayed night open to 22:30 with auction 22:25-22:30 per SHFE 关于连续交易开市时间的通知 2019-12-25 (连续交易细则第七条); close unchanged for this product notice_evening=2019-12-25,https://www.shfe.cn/publicnotice/notice/201912/t20191225_795464.html
SHFE,commodity-v1,2019-12-26,HC,22:30,23:00,delayed night open to 22:30 with auction 22:25-22:30 per SHFE 关于连续交易开市时间的通知 2019-12-25 (连续交易细则第七条); close unchanged for this product notice_evening=2019-12-25,https://www.shfe.cn/publicnotice/notice/201912/t20191225_795464.html
SHFE,commodity-v1,2019-12-26,NI,22:30,01:00,delayed night open to 22:30 with auction 22:25-22:30 per SHFE 关于连续交易开市时间的通知 2019-12-25 (连续交易细则第七条); close unchanged for this product notice_evening=2019-12-25,https://www.shfe.cn/publicnotice/notice/201912/t20191225_795464.html
SHFE,commodity-v1,2019-12-26,PB,22:30,01:00,delayed night open to 22:30 with auction 22:25-22:30 per SHFE 关于连续交易开市时间的通知 2019-12-25 (连续交易细则第七条); close unchanged for this product notice_evening=2019-12-25,https://www.shfe.cn/publicnotice/notice/201912/t20191225_795464.html
SHFE,commodity-v1,2019-12-26,RB,22:30,23:00,delayed night open to 22:30 with auction 22:25-22:30 per SHFE 关于连续交易开市时间的通知 2019-12-25 (连续交易细则第七条); close unchanged for this product notice_evening=2019-12-25,https://www.shfe.cn/publicnotice/notice/201912/t20191225_795464.html
SHFE,commodity-v1,2019-12-26,RU,22:30,23:00,delayed night open to 22:30 with auction 22:25-22:30 per SHFE 关于连续交易开市时间的通知 2019-12-25 (连续交易细则第七条); close unchanged for this product notice_evening=2019-12-25,https://www.shfe.cn/publicnotice/notice/201912/t20191225_795464.html
SHFE,commodity-v1,2019-12-26,SP,22:30,23:00,delayed night open to 22:30 with auction 22:25-22:30 per SHFE 关于连续交易开市时间的通知 2019-12-25 (连续交易细则第七条); close unchanged for this product notice_evening=2019-12-25,https://www.shfe.cn/publicnotice/notice/201912/t20191225_795464.html
SHFE,commodity-v1,2019-12-26,ZN,22:30,01:00,delayed night open to 22:30 with auction 22:25-22:30 per SHFE 关于连续交易开市时间的通知 2019-12-25 (连续交易细则第七条); close unchanged for this product notice_evening=2019-12-25,https://www.shfe.cn/publicnotice/notice/201912/t20191225_795464.html
